bill_id,household_id,bill_type,amount,billing_period_start,billing_period_end,due_date,is_paid
9371-484340,HH-####,Rent,110.66,2/8/2022,4/18/2015,6/26/2019,false
7587-203902,HH-####,Electricity,200.78,2/4/2022,4/13/2019,10/23/2016,true
1364-513834,HH-####,Rent,298.9,1/1/2022,3/12/2016,7/17/2017,false
9094-139788,HH-####,Gas,228.3,1/7/2022,4/17/2025,8/4/2021,true
3845-042732,HH-####,Gas,192.33,2/2/2022,7/18/2016,12/21/2018,false
0854-172210,HH-####,Water,289.24,2/2/2022,9/28/2023,1/22/2017,false
2349-776933,HH-####,Gas,278.45,1/5/2022,6/9/2016,7/21/2018,true
4056-701200,HH-####,Electricity,205.56,2/1/2022,6/20/2022,10/11/2018,false
6500-644771,HH-####,Internet,79.98,2/1/2022,8/27/2024,4/18/2021,false
1303-089319,HH-####,Electricity,145.35,1/1/2022,3/29/2023,9/3/2023,false
4079-907185,HH-####,Water,291.22,1/7/2022,4/8/2022,3/4/2023,true
4674-505410,HH-####,Electricity,264.94,2/8/2022,4/4/2022,6/3/2023,true
9171-605097,HH-####,Electricity,52.12,2/4/2022,12/12/2019,2/1/2023,false
6264-344417,HH-####,Rent,88.31,1/7/2022,2/28/2015,10/3/2020,false
4232-511544,HH-####,Water,213.04,1/8/2022,8/12/2016,5/29/2024,false
7696-666703,HH-####,Rent,244.62,2/4/2022,6/25/2015,11/28/2020,false
7249-884552,HH-####,Internet,87.13,1/7/2022,6/13/2024,9/29/2015,false
6811-711874,HH-####,Water,215.54,2/9/2022,11/3/2023,6/17/2024,true
6165-486160,HH-####,Electricity,288.19,1/1/2022,1/11/2019,6/28/2017,false
6487-296211,HH-####,Electricity,167.2,1/8/2022,8/29/2019,4/27/2015,false
9671-669709,HH-####,Water,170.39,1/5/2022,1/13/2021,6/15/2024,false
0535-069375,HH-####,Internet,227.78,1/9/2022,11/4/2022,6/14/2016,true
6580-654180,HH-####,Rent,70.93,2/7/2022,9/18/2023,1/15/2017,true
4056-968666,HH-####,Internet,101.32,2/6/2022,8/25/2024,7/26/2018,true
3354-445315,HH-####,Water,74.71,1/3/2022,3/12/2015,6/14/2020,false
9738-371142,HH-####,Water,67.05,2/6/2022,9/30/2020,4/18/2024,false
3841-537641,HH-####,Electricity,122.48,1/9/2022,2/6/2021,10/12/2022,false
9915-660994,HH-####,Rent,236.43,1/7/2022,4/23/2020,7/26/2021,false
2779-048796,HH-####,Electricity,95.05,2/2/2022,8/9/2015,11/12/2020,false
2442-397274,HH-####,Electricity,101.24,2/8/2022,11/18/2023,4/2/2024,false
6274-054960,HH-####,Rent,177.28,2/3/2022,1/16/2020,7/16/2019,false
2504-474086,HH-####,Water,196.13,1/8/2022,11/13/2019,11/15/2019,false
3207-244893,HH-####,Electricity,170.19,1/1/2022,10/30/2016,12/4/2015,true
3930-171009,HH-####,Rent,131.81,2/7/2022,1/17/2020,2/16/2017,true
7132-342040,HH-####,Internet,66.94,2/2/2022,8/24/2023,5/21/2022,true
4857-566302,HH-####,Gas,91.66,2/6/2022,4/7/2019,5/11/2019,true
2747-664790,HH-####,Gas,187.34,1/5/2022,5/10/2018,9/7/2015,false
3301-869593,HH-####,Gas,277.71,2/1/2022,12/2/2021,10/27/2018,true
6636-009750,HH-####,Rent,202.82,1/2/2022,1/13/2018,6/13/2019,false
7399-185089,HH-####,Internet,111.46,2/6/2022,11/15/2020,4/3/2022,true
6477-650531,HH-####,Rent,103.63,1/5/2022,7/18/2023,2/4/2018,false
3889-614879,HH-####,Electricity,233.68,1/3/2022,3/25/2018,6/25/2021,true
1328-767032,HH-####,Gas,74.94,2/8/2022,8/15/2022,2/3/2022,false
5180-775896,HH-####,Internet,158.37,2/4/2022,2/3/2020,3/23/2019,false
7941-416313,HH-####,Water,51.15,1/8/2022,4/29/2019,4/15/2015,true
3399-687114,HH-####,Water,269.68,2/9/2022,4/3/2024,4/19/2023,false
3560-910740,HH-####,Gas,59.98,1/6/2022,6/28/2025,9/23/2017,true
4491-363356,HH-####,Water,177.75,1/3/2022,12/22/2022,5/2/2024,true
4418-765079,HH-####,Gas,279.66,1/9/2022,7/19/2025,4/30/2018,false
9756-285683,HH-####,Gas,246.96,1/5/2022,2/18/2019,11/16/2018,true
6145-336540,HH-####,Water,228.85,1/1/2022,4/1/2017,7/26/2021,true
1172-850297,HH-####,Water,55.24,2/5/2022,1/5/2015,7/17/2017,false
8969-784538,HH-####,Electricity,108.46,1/5/2022,10/17/2016,3/29/2016,false
8629-631219,HH-####,Rent,281.54,2/5/2022,7/17/2018,10/5/2019,false
7022-104120,HH-####,Gas,275.23,1/5/2022,6/24/2021,10/31/2019,false
8862-747715,HH-####,Internet,59.49,1/4/2022,12/19/2025,6/30/2024,false
2674-424935,HH-####,Water,68.08,1/7/2022,4/30/2020,12/8/2018,true
2751-215703,HH-####,Gas,290.62,1/5/2022,3/13/2025,9/14/2017,true
3643-681800,HH-####,Water,294.68,2/2/2022,1/22/2019,4/7/2023,true
0054-348178,HH-####,Gas,286.01,2/9/2022,7/18/2020,9/13/2023,true
2745-602571,HH-####,Gas,160.45,1/2/2022,1/10/2025,5/28/2018,false
3143-460171,HH-####,Water,111.72,2/7/2022,3/8/2023,10/21/2018,true
9696-892213,HH-####,Electricity,217.77,1/7/2022,6/25/2017,2/21/2017,true
0616-012096,HH-####,Gas,282.63,2/5/2022,1/25/2019,2/17/2021,false
3302-832881,HH-####,Electricity,64.2,1/1/2022,11/15/2023,11/25/2016,true
4646-169271,HH-####,Rent,269.58,1/2/2022,10/20/2021,6/27/2017,false
9957-459595,HH-####,Gas,153.31,1/4/2022,9/14/2021,9/27/2023,false
9266-581745,HH-####,Electricity,69.75,1/3/2022,6/13/2024,6/2/2024,true
7366-873522,HH-####,Rent,290.12,2/1/2022,2/2/2017,1/27/2021,false
7112-446773,HH-####,Electricity,191.6,2/6/2022,5/15/2024,6/10/2024,false
5728-161735,HH-####,Internet,131.19,1/2/2022,3/6/2016,7/28/2021,false
6014-689640,HH-####,Gas,222.73,1/8/2022,8/29/2015,11/7/2023,true
5255-506633,HH-####,Electricity,266.14,1/6/2022,3/25/2016,12/16/2017,true
5361-154993,HH-####,Internet,283.11,1/1/2022,8/18/2025,5/2/2020,true
7057-356530,HH-####,Electricity,140.03,1/3/2022,5/30/2023,11/28/2018,true
9741-308914,HH-####,Rent,259.37,1/6/2022,9/12/2017,8/3/2017,false
8437-571043,HH-####,Water,129.37,2/3/2022,10/18/2025,12/20/2023,true
7570-011914,HH-####,Rent,199.81,1/9/2022,11/9/2025,4/4/2017,true
3726-982516,HH-####,Electricity,217.29,1/5/2022,12/2/2015,9/25/2023,true
7545-246854,HH-####,Water,72.88,1/3/2022,9/30/2022,6/10/2023,false
4343-830250,HH-####,Internet,260.02,1/9/2022,10/6/2016,2/28/2020,true
9943-421977,HH-####,Electricity,89.5,1/2/2022,8/22/2016,2/3/2018,true
5647-405099,HH-####,Water,75.41,1/6/2022,4/26/2020,2/16/2016,false
4217-667253,HH-####,Internet,148.4,1/9/2022,8/19/2015,1/12/2023,true
0039-053532,HH-####,Rent,94.98,2/4/2022,1/31/2015,10/27/2020,false
9755-279773,HH-####,Electricity,228.14,2/9/2022,8/19/2019,8/23/2017,true
6787-277633,HH-####,Gas,109.07,2/7/2022,2/16/2024,6/8/2018,false
0516-254518,HH-####,Internet,103.34,1/1/2022,2/24/2025,12/22/2018,false
3084-372104,HH-####,Water,240.94,1/6/2022,8/3/2019,6/5/2023,false
9614-453282,HH-####,Electricity,231.74,1/7/2022,10/31/2021,12/2/2021,false
4521-128928,HH-####,Electricity,55.72,2/7/2022,7/30/2018,10/15/2023,true
6497-173771,HH-####,Water,295.07,2/5/2022,4/4/2015,5/16/2023,true
5004-667392,HH-####,Rent,299.19,1/8/2022,12/18/2023,8/1/2024,true
4465-736351,HH-####,Rent,91.59,2/8/2022,2/2/2025,7/9/2020,false
0567-587601,HH-####,Internet,242.59,2/6/2022,1/11/2020,11/7/2022,true
1087-604698,HH-####,Electricity,227.61,2/8/2022,5/23/2016,12/6/2019,true
3738-434736,HH-####,Rent,289.42,2/5/2022,9/18/2017,2/27/2020,false
1162-935261,HH-####,Internet,213.32,2/7/2022,1/17/2016,6/20/2018,false
6423-508090,HH-####,Electricity,244.49,2/1/2022,5/28/2024,11/8/2018,false
3074-021512,HH-####,Gas,240.73,2/8/2022,1/31/2021,6/9/2024,true
2759-553530,HH-####,Gas,140.13,2/6/2022,3/12/2020,11/16/2017,true
6511-138241,HH-####,Water,55.0,1/2/2022,6/25/2019,4/22/2016,true
1972-450678,HH-####,Water,217.51,1/8/2022,8/22/2018,5/16/2021,false
9731-934131,HH-####,Internet,158.59,2/8/2022,7/23/2025,9/4/2017,true
0096-782483,HH-####,Internet,181.28,1/1/2022,5/6/2019,6/12/2016,true
6501-628258,HH-####,Rent,205.93,2/7/2022,8/5/2021,3/12/2020,false
6363-516832,HH-####,Rent,80.55,2/6/2022,2/21/2016,8/25/2023,true
2595-255369,HH-####,Internet,213.79,2/8/2022,6/13/2016,2/17/2023,false
9320-144570,HH-####,Internet,100.62,1/2/2022,7/6/2020,10/30/2017,false
5581-469410,HH-####,Internet,247.5,2/9/2022,10/21/2015,10/17/2015,false
4090-172123,HH-####,Electricity,261.94,1/1/2022,12/19/2019,2/2/2022,false
1155-485995,HH-####,Gas,153.34,1/4/2022,10/6/2025,8/29/2021,false
1242-775472,HH-####,Rent,224.64,2/9/2022,7/11/2022,2/26/2021,true
7652-339680,HH-####,Electricity,264.07,2/9/2022,1/7/2020,11/20/2023,false
8202-102367,HH-####,Water,208.33,2/8/2022,12/8/2019,12/6/2021,true
4926-822790,HH-####,Water,81.18,2/2/2022,10/29/2017,7/29/2017,true
7624-265054,HH-####,Gas,147.89,1/2/2022,9/5/2024,3/1/2015,true
1991-636484,HH-####,Gas,200.38,1/7/2022,7/28/2019,8/27/2017,false
8824-835202,HH-####,Internet,191.28,1/6/2022,9/28/2016,3/30/2016,true
7453-976234,HH-####,Water,291.67,2/8/2022,4/29/2020,11/22/2016,true
1839-049334,HH-####,Rent,149.15,1/2/2022,10/15/2023,11/1/2020,false
1632-104607,HH-####,Water,163.2,1/7/2022,11/19/2017,5/28/2018,true
0514-134655,HH-####,Electricity,134.03,2/6/2022,9/11/2018,9/29/2015,true
0997-740126,HH-####,Gas,299.91,1/8/2022,1/11/2022,7/7/2018,true
9493-883054,HH-####,Gas,67.85,2/9/2022,9/27/2023,11/24/2018,true
8489-086140,HH-####,Internet,228.88,2/6/2022,5/4/2020,7/26/2019,false
8526-033953,HH-####,Water,292.72,1/1/2022,8/15/2017,10/28/2021,false
5760-487472,HH-####,Water,247.22,2/3/2022,4/30/2018,4/27/2015,false
5666-753342,HH-####,Electricity,234.01,2/4/2022,12/2/2025,12/10/2018,false
8720-931071,HH-####,Gas,284.04,2/9/2022,6/25/2016,12/11/2022,true
5373-706473,HH-####,Water,221.21,1/9/2022,6/3/2016,7/19/2024,false
6135-297401,HH-####,Rent,287.98,1/4/2022,10/7/2025,5/15/2017,false
2246-761929,HH-####,Rent,79.59,2/1/2022,5/5/2025,12/7/2016,true
1735-232222,HH-####,Internet,167.75,2/8/2022,6/29/2025,6/24/2023,true
1835-030929,HH-####,Internet,249.0,2/9/2022,3/26/2022,2/3/2021,false
7437-099047,HH-####,Gas,177.46,2/1/2022,6/16/2021,11/19/2020,false
5485-467225,HH-####,Gas,263.62,1/2/2022,2/8/2021,6/25/2017,false
4900-006415,HH-####,Internet,174.45,2/5/2022,7/22/2021,4/9/2023,true
4506-126305,HH-####,Internet,233.96,1/8/2022,7/28/2019,6/24/2020,true
9664-322937,HH-####,Gas,56.18,1/8/2022,2/4/2024,7/31/2015,true
3081-890058,HH-####,Rent,84.25,1/4/2022,8/29/2025,10/20/2017,true
3866-144443,HH-####,Gas,268.55,2/6/2022,9/18/2022,9/25/2021,false
0227-282884,HH-####,Gas,93.27,1/5/2022,8/27/2017,11/4/2021,true
2767-554213,HH-####,Internet,218.21,1/8/2022,2/11/2022,3/17/2016,true
3604-223147,HH-####,Water,109.3,2/6/2022,3/6/2015,6/25/2016,false
3341-722280,HH-####,Gas,196.45,1/1/2022,6/5/2021,4/2/2022,true
8443-787564,HH-####,Electricity,190.15,1/6/2022,12/16/2015,12/18/2021,true
3445-943306,HH-####,Internet,165.8,2/1/2022,7/17/2022,3/4/2021,false
0107-742529,HH-####,Water,246.6,2/6/2022,7/9/2020,1/2/2020,false
7004-374607,HH-####,Internet,182.76,1/8/2022,12/27/2017,10/9/2015,true
3063-257325,HH-####,Internet,245.33,2/6/2022,1/6/2022,5/24/2018,true
3568-090644,HH-####,Electricity,293.91,2/1/2022,11/7/2023,10/31/2019,true
2854-821616,HH-####,Gas,64.24,1/3/2022,5/31/2020,2/24/2017,false
3839-192321,HH-####,Electricity,261.28,1/6/2022,4/26/2022,12/6/2020,true
4989-487185,HH-####,Internet,83.36,1/6/2022,4/8/2023,3/20/2015,false
5562-169222,HH-####,Internet,75.31,1/9/2022,11/29/2025,2/19/2018,true
0061-609510,HH-####,Water,61.46,1/9/2022,9/15/2023,10/30/2019,false
8250-605191,HH-####,Water,88.98,1/6/2022,12/22/2015,7/12/2017,false
1248-080427,HH-####,Electricity,99.96,1/8/2022,5/4/2022,3/11/2020,false
1672-693023,HH-####,Internet,267.75,2/2/2022,2/13/2021,2/14/2024,true
3922-695661,HH-####,Gas,199.82,1/1/2022,2/8/2021,9/12/2022,false
4582-670627,HH-####,Internet,96.8,2/4/2022,4/9/2017,6/5/2023,false
4552-290675,HH-####,Rent,210.19,1/6/2022,6/22/2018,10/17/2021,false
2186-313251,HH-####,Gas,262.59,2/9/2022,8/21/2024,4/19/2022,false
4167-753526,HH-####,Rent,238.54,1/1/2022,7/9/2015,1/22/2016,true
1324-640291,HH-####,Gas,133.61,2/8/2022,11/29/2023,8/18/2020,true
5021-680657,HH-####,Internet,179.22,2/4/2022,6/15/2023,11/13/2018,true
0509-518734,HH-####,Gas,128.38,1/4/2022,3/6/2023,4/10/2015,false
1452-607817,HH-####,Rent,134.88,2/7/2022,1/20/2022,2/2/2015,true
4158-442479,HH-####,Gas,197.78,2/7/2022,10/5/2018,11/21/2018,false
5309-596328,HH-####,Gas,115.57,1/2/2022,4/22/2018,1/5/2021,true
4060-963848,HH-####,Rent,97.17,1/6/2022,12/19/2017,6/6/2020,true
6898-396167,HH-####,Electricity,197.05,1/3/2022,4/5/2017,2/11/2017,true
4453-019633,HH-####,Electricity,222.87,2/3/2022,1/9/2021,8/19/2021,false
2958-804682,HH-####,Water,255.53,2/6/2022,1/13/2019,12/9/2018,true
0905-342611,HH-####,Internet,75.17,1/4/2022,6/5/2019,4/12/2015,true
0606-987548,HH-####,Internet,55.63,2/5/2022,3/21/2022,4/5/2019,false
9723-196311,HH-####,Water,272.82,1/1/2022,12/6/2015,5/21/2023,false
8707-546422,HH-####,Electricity,123.68,1/9/2022,11/16/2017,5/27/2021,true
0341-644194,HH-####,Water,76.24,2/7/2022,8/22/2021,10/31/2017,true
2038-601111,HH-####,Electricity,131.51,1/6/2022,11/27/2025,10/10/2024,false
3282-161425,HH-####,Gas,79.79,2/1/2022,4/16/2018,7/16/2024,true
1138-405472,HH-####,Water,54.12,2/5/2022,7/1/2017,5/21/2018,false
9054-839787,HH-####,Gas,211.33,1/2/2022,2/17/2020,5/19/2024,true
1919-190464,HH-####,Electricity,269.52,1/5/2022,1/28/2024,4/12/2023,true
7350-132401,HH-####,Rent,66.71,1/4/2022,8/14/2016,4/12/2020,false
3775-411955,HH-####,Internet,84.44,1/3/2022,1/3/2023,3/27/2023,false
7794-621387,HH-####,Internet,61.76,1/1/2022,1/10/2020,3/21/2017,true
2321-166883,HH-####,Water,243.34,1/6/2022,10/30/2025,11/14/2020,false
7659-250782,HH-####,Rent,247.77,1/5/2022,8/9/2018,12/6/2018,true
0614-851946,HH-####,Rent,91.39,2/8/2022,1/17/2025,1/10/2021,false
7950-555885,HH-####,Rent,140.57,1/4/2022,1/3/2017,8/6/2018,true
9077-143605,HH-####,Electricity,268.19,1/5/2022,2/21/2019,10/6/2022,false
1935-818269,HH-####,Electricity,154.99,1/7/2022,3/31/2017,2/19/2016,false
4881-325101,HH-####,Electricity,168.03,2/3/2022,4/23/2022,11/18/2017,false
9023-220050,HH-####,Gas,180.02,2/2/2022,7/1/2015,9/5/2024,true
8083-865480,HH-####,Water,140.41,2/2/2022,12/11/2018,10/29/2020,false
9200-097087,HH-####,Rent,197.95,2/9/2022,9/12/2019,4/9/2018,false
5695-595243,HH-####,Water,267.48,2/6/2022,8/4/2018,10/3/2020,false
9576-939981,HH-####,Electricity,188.77,2/7/2022,8/1/2019,5/7/2015,false
5476-992849,HH-####,Gas,50.51,2/9/2022,6/12/2023,4/21/2019,true
8853-244145,HH-####,Internet,255.15,1/2/2022,9/24/2020,8/20/2020,false
4168-290410,HH-####,Rent,227.43,2/2/2022,8/9/2020,4/10/2019,true
3467-562597,HH-####,Rent,77.67,1/4/2022,7/25/2019,4/14/2023,false
6651-447025,HH-####,Rent,206.66,1/2/2022,10/21/2019,2/7/2022,true
4694-675415,HH-####,Rent,239.65,2/6/2022,10/14/2020,12/26/2015,true
8281-731247,HH-####,Rent,139.83,2/5/2022,6/16/2022,10/2/2021,true
3375-392299,HH-####,Internet,258.21,1/6/2022,9/22/2015,7/27/2021,true
8271-350950,HH-####,Gas,183.29,2/6/2022,12/9/2023,11/11/2017,false
2243-506108,HH-####,Gas,255.07,1/2/2022,12/5/2022,5/23/2024,false
0847-078808,HH-####,Rent,171.77,1/2/2022,5/14/2023,4/21/2024,false
3142-328267,HH-####,Rent,296.84,2/8/2022,2/9/2022,2/28/2024,false
0286-186091,HH-####,Internet,163.88,2/4/2022,9/12/2015,5/18/2020,false
5870-541218,HH-####,Rent,189.48,2/4/2022,9/26/2024,10/22/2015,true
5877-253724,HH-####,Electricity,219.89,1/6/2022,8/8/2021,5/7/2022,false
2242-500450,HH-####,Internet,223.42,2/4/2022,11/26/2022,11/18/2022,true
0981-725161,HH-####,Internet,214.02,1/6/2022,10/11/2017,11/13/2023,false
4846-802151,HH-####,Water,281.54,1/3/2022,10/9/2016,10/18/2021,false
5890-367649,HH-####,Electricity,76.13,1/6/2022,8/9/2023,8/26/2020,true
6830-905433,HH-####,Rent,260.34,1/3/2022,8/15/2018,8/22/2024,true
4365-712174,HH-####,Rent,288.82,2/3/2022,4/29/2016,6/19/2018,false
9089-495375,HH-####,Gas,162.04,1/1/2022,9/29/2020,9/9/2016,false
0054-988754,HH-####,Electricity,168.72,2/9/2022,8/16/2022,11/9/2021,false
8807-369538,HH-####,Water,120.75,2/7/2022,1/24/2019,4/7/2016,false
6010-200673,HH-####,Rent,112.66,1/1/2022,6/25/2022,8/8/2023,false
3906-013781,HH-####,Internet,209.87,1/8/2022,6/15/2017,4/3/2019,false
8250-992818,HH-####,Internet,192.79,1/8/2022,6/13/2018,3/11/2022,true
2004-626924,HH-####,Internet,60.66,2/6/2022,12/2/2025,1/11/2021,false
0806-809774,HH-####,Internet,174.21,1/6/2022,12/8/2020,11/10/2019,true
9432-849287,HH-####,Gas,190.74,1/3/2022,11/19/2016,1/14/2024,false
7270-849316,HH-####,Internet,225.58,2/5/2022,4/15/2022,7/9/2020,false
3434-987637,HH-####,Electricity,120.75,1/7/2022,5/28/2016,11/4/2021,true
5552-390919,HH-####,Water,205.53,2/2/2022,7/8/2016,10/4/2018,true
0074-248002,HH-####,Water,164.42,1/9/2022,10/20/2020,5/12/2016,false
3601-584041,HH-####,Gas,216.87,1/9/2022,5/28/2023,12/15/2018,false
0721-314715,HH-####,Gas,234.46,2/6/2022,7/27/2022,1/25/2020,true
1040-434178,HH-####,Electricity,148.64,1/6/2022,10/8/2018,6/17/2015,false
2687-701112,HH-####,Gas,71.21,1/7/2022,8/4/2021,3/20/2021,false
4789-321172,HH-####,Electricity,106.59,1/6/2022,7/18/2025,12/25/2020,true
7189-516822,HH-####,Water,220.9,1/2/2022,9/14/2019,3/13/2018,false
5160-914017,HH-####,Water,255.23,2/9/2022,3/6/2016,1/8/2025,false
2255-104728,HH-####,Rent,150.04,1/6/2022,8/22/2015,7/10/2015,false
3954-933267,HH-####,Gas,218.46,2/4/2022,7/26/2020,11/30/2023,false
0991-802524,HH-####,Gas,290.53,2/2/2022,7/24/2016,5/6/2019,true
2038-635950,HH-####,Gas,282.71,1/8/2022,7/30/2019,2/21/2015,false
8124-786156,HH-####,Water,162.12,1/6/2022,12/14/2021,3/27/2019,true
5123-154621,HH-####,Rent,258.08,1/4/2022,11/27/2019,1/27/2017,false
2732-513686,HH-####,Electricity,211.02,1/7/2022,7/17/2024,7/29/2016,true
8033-735989,HH-####,Water,109.09,1/5/2022,8/9/2024,2/8/2023,false
8136-960985,HH-####,Internet,179.38,2/2/2022,4/18/2018,2/1/2017,true
1682-193218,HH-####,Rent,290.78,1/9/2022,3/17/2019,7/19/2024,false
7370-947066,HH-####,Electricity,132.89,2/4/2022,5/19/2015,5/10/2018,false
2645-108355,HH-####,Gas,170.56,1/9/2022,12/19/2024,2/17/2018,true
1269-567244,HH-####,Water,255.09,1/2/2022,10/5/2025,6/5/2021,true
5443-494980,HH-####,Gas,94.54,1/9/2022,3/20/2019,11/22/2015,false
9969-591383,HH-####,Rent,140.97,2/3/2022,4/25/2022,5/10/2020,true
2473-740284,HH-####,Internet,104.03,1/3/2022,2/14/2017,1/18/2020,true
9638-829333,HH-####,Electricity,194.71,1/6/2022,6/15/2017,2/1/2015,false
0349-037494,HH-####,Internet,144.05,1/2/2022,8/6/2019,4/2/2015,true
2353-032674,HH-####,Rent,83.03,1/1/2022,11/1/2015,3/19/2016,true
6726-108107,HH-####,Rent,111.67,2/8/2022,3/18/2019,9/9/2016,false
0100-107275,HH-####,Internet,261.72,2/2/2022,3/8/2025,4/30/2021,false
2704-070494,HH-####,Water,161.8,2/2/2022,11/24/2022,1/26/2016,true
5774-261669,HH-####,Electricity,198.94,1/5/2022,12/1/2020,5/14/2023,false
1287-871181,HH-####,Rent,208.61,2/7/2022,1/31/2015,11/4/2024,true
7523-462008,HH-####,Water,73.98,1/8/2022,10/12/2015,7/7/2015,false
7654-898408,HH-####,Electricity,163.26,1/5/2022,7/27/2025,6/7/2023,true
3087-651898,HH-####,Gas,139.71,2/5/2022,7/30/2019,3/24/2019,true
1567-813897,HH-####,Internet,86.7,1/3/2022,11/5/2018,10/23/2016,false
0071-088452,HH-####,Water,299.37,2/4/2022,6/1/2015,11/6/2021,true
4154-117247,HH-####,Gas,234.06,1/3/2022,9/17/2016,10/31/2018,false
2415-336483,HH-####,Gas,261.81,2/1/2022,12/3/2017,5/9/2018,true
7562-100831,HH-####,Gas,216.22,1/8/2022,2/18/2025,3/19/2015,true
6427-141498,HH-####,Rent,276.25,2/4/2022,3/2/2024,9/20/2017,true
9648-971165,HH-####,Rent,83.66,1/5/2022,2/18/2016,8/27/2020,true
1816-330399,HH-####,Electricity,96.57,1/8/2022,1/15/2024,6/20/2016,true
8734-693162,HH-####,Internet,61.5,2/1/2022,3/14/2022,2/6/2015,false
1697-188633,HH-####,Internet,121.75,1/3/2022,9/10/2021,2/18/2024,false
3363-107059,HH-####,Electricity,128.7,2/8/2022,8/26/2017,10/5/2021,true
7208-927021,HH-####,Gas,89.05,1/9/2022,9/5/2020,11/18/2022,false
1809-046375,HH-####,Water,241.05,1/4/2022,4/22/2019,4/6/2023,true
7070-642983,HH-####,Internet,251.55,2/7/2022,8/21/2016,4/29/2021,true
8254-304442,HH-####,Water,132.33,1/2/2022,9/23/2022,8/7/2016,true
7124-170075,HH-####,Gas,175.14,1/6/2022,8/7/2024,6/3/2021,false
6960-487167,HH-####,Electricity,249.79,1/1/2022,4/10/2015,9/28/2016,true
8815-560952,HH-####,Electricity,195.39,1/8/2022,8/11/2019,9/29/2016,true
6643-620659,HH-####,Gas,188.55,1/4/2022,8/9/2015,1/28/2018,true
3555-430448,HH-####,Rent,193.07,1/8/2022,6/23/2021,4/11/2024,false
8333-102575,HH-####,Internet,214.92,2/3/2022,1/6/2025,5/10/2015,false
0385-246560,HH-####,Gas,290.85,1/8/2022,2/6/2021,10/21/2024,true
0299-774276,HH-####,Internet,195.06,1/9/2022,3/29/2019,12/14/2015,false
2965-160298,HH-####,Internet,225.95,2/3/2022,4/15/2022,11/10/2018,false
1633-114214,HH-####,Internet,138.65,2/6/2022,11/13/2015,1/4/2024,true
8138-526137,HH-####,Electricity,133.21,2/2/2022,7/4/2015,7/1/2021,true
0633-840122,HH-####,Water,150.8,1/9/2022,8/28/2023,2/3/2022,false
2559-673822,HH-####,Electricity,115.58,1/8/2022,6/3/2015,5/23/2019,true
4144-968272,HH-####,Electricity,87.31,1/1/2022,7/26/2017,12/26/2021,true
1646-183811,HH-####,Gas,279.61,2/9/2022,10/8/2020,10/26/2022,false
9105-223523,HH-####,Electricity,117.68,1/3/2022,10/11/2019,2/25/2023,false
2666-462588,HH-####,Water,202.38,2/4/2022,9/25/2021,5/15/2016,false
3367-512042,HH-####,Gas,292.14,1/3/2022,2/17/2020,4/25/2017,true
9184-526625,HH-####,Rent,271.34,1/6/2022,2/7/2018,11/11/2021,false
2942-434576,HH-####,Gas,128.58,1/6/2022,8/26/2017,10/24/2022,false
4001-194349,HH-####,Electricity,85.15,2/4/2022,1/17/2015,11/18/2019,true
8590-697364,HH-####,Water,94.92,2/3/2022,1/8/2023,12/31/2022,true
2481-711968,HH-####,Rent,95.58,1/5/2022,5/2/2020,9/25/2020,true
4852-564435,HH-####,Gas,267.98,2/3/2022,4/5/2025,7/1/2019,true
7943-440519,HH-####,Rent,180.32,1/3/2022,7/22/2017,1/25/2017,false
4329-488534,HH-####,Electricity,202.41,2/3/2022,4/9/2025,9/28/2020,true
1230-223190,HH-####,Electricity,135.65,2/6/2022,7/11/2019,1/21/2022,false
4842-473391,HH-####,Electricity,272.85,1/9/2022,4/28/2025,12/16/2020,false
8991-743767,HH-####,Electricity,64.93,2/1/2022,11/20/2021,2/22/2018,true
6406-377673,HH-####,Internet,212.39,1/8/2022,2/2/2023,2/4/2023,false
0560-644429,HH-####,Water,177.94,2/1/2022,4/4/2023,11/6/2024,true
8509-295657,HH-####,Gas,270.97,2/4/2022,7/6/2018,11/5/2023,false
2842-838616,HH-####,Rent,195.62,1/4/2022,4/22/2015,3/10/2016,false
7832-731936,HH-####,Water,104.74,1/1/2022,3/7/2017,1/13/2024,false
8220-127636,HH-####,Internet,193.04,2/4/2022,3/9/2018,5/10/2016,true
2635-530082,HH-####,Electricity,145.07,2/3/2022,9/23/2019,4/13/2023,true
6393-579190,HH-####,Gas,150.67,1/2/2022,10/27/2018,11/16/2024,true
0244-523655,HH-####,Water,129.1,2/7/2022,5/4/2019,9/9/2016,true
1283-229564,HH-####,Electricity,242.7,1/9/2022,2/21/2018,5/6/2021,true
5094-410287,HH-####,Water,162.97,1/4/2022,1/25/2018,3/26/2022,true
8509-938358,HH-####,Water,257.32,2/9/2022,12/23/2022,5/8/2018,true
2285-403686,HH-####,Internet,208.71,1/3/2022,9/11/2024,9/21/2020,false
6981-537760,HH-####,Rent,68.31,2/6/2022,1/29/2023,3/18/2021,true
5942-688436,HH-####,Water,286.08,2/8/2022,5/27/2022,6/20/2015,true
8807-016350,HH-####,Electricity,115.09,2/2/2022,12/15/2022,12/23/2021,false
9502-655829,HH-####,Internet,98.66,1/7/2022,10/25/2025,6/17/2020,false
5397-308033,HH-####,Gas,211.42,2/7/2022,8/29/2023,3/31/2024,true
5135-170024,HH-####,Water,256.44,2/8/2022,12/17/2022,9/16/2021,false
9312-217528,HH-####,Rent,178.9,1/7/2022,11/14/2019,12/30/2015,false
